company,company_href,declaration_date,operation,instrument,amount_from_main,author,operation_date,quantity,price_eur,total_value_eur,comments,scraped_page,scraped_at,operation_date_parsed,declaration_date_parsed
TF1,/marches/transactions_dirigeants/FR0000054900p,19/05/2025,Acquisition,Action,206234.0,"Auteur:BOUYGUES SA , ADMINISTRATEUR DE TF1, FILIALE DIRECTE DE BOUYGUES",16/05/2025,23500,8.78,206329.99999999997,,27,2025-07-27 20:57:29,2025-05-16,2025-05-19
Covivio Hotels,/marches/transactions_dirigeants/FR0000060303p,19/05/2025,Souscription,Action,116712877.0,"Auteur:COVIVIO SA, MEMBRE DU CONSEIL DE SURVEILLANCE",19/05/2025,6285023,18.57,116712877.11,"Souscription à l'option du paiement du dividende en actions au prix unitaire de 18,57 €",27,2025-07-27 20:57:29,2025-05-19,2025-05-19
Covivio Hotels,/marches/transactions_dirigeants/FR0000060303p,19/05/2025,Exercice,Action,17210305.0,"Auteur:ASSURANCES DU CREDIT MUTUEL VIE SA SA, Membre du Conseil de Surveillance",19/05/2025,926780,18.57,17210304.6,Exercice de l'option du dividende en titres par ACM Vie SA,27,2025-07-27 20:57:29,2025-05-19,2025-05-19
Herige,/marches/transactions_dirigeants/FR0000066540p,19/05/2025,Acquisition,Action,22473.0,"Auteur:ZEPHYR SARL, gerant",19/05/2025,950,23.66,22477.0,,27,2025-07-27 20:57:29,2025-05-19,2025-05-19
Ubisoft Entertainment,/marches/transactions_dirigeants/FR0000054470p,19/05/2025,Acquisition,Action,116948721.0,"Auteur:Guillemot Brothers Ltd LIMITED COMPANY personne morale liée à GUILLEMOT BROTHERS LTD, PRESIDENT",15/05/2025,2055887,56.88,116938852.56,"Par un avenant réitératif prenant effet le 15 mai 2025, les termes et conditions du contrat d’acquisition conclu avec une banque,initialement daté du 1er septembre 2017 (tel que modifié et réitéré le 19 septembre 2019, le 11 mai 2022 et le 16 mai 2024) et portant sur 2 055 887 actions UBISOFT ENTERTAINMENT SA (dont 2 000 016 actions à l’origine), a été modifié afin d’étendre la maturité dudit contrat (pour les déclarations publiées le 4 septembre 2017, le 11 septembre 2017, le 20 septembre 2019, le 18 mai 2022 et le 17 mai 2024 respectivement à l’occasion de la conclusion du contrat d’acquisition, d’un avenant réitératif en date du 19 septembre 2019 et d’un avenant réitératif en date du 11 mai 2022 (cf. (i) le document AMF n° 2017DD508766, (ii) le document AMF n°2017DD509785, (iii) le document AMF n° 2019DD642322, (iv) le document AMF n° 2022DD842133 et (v) le document AMF n°2024DD966337). Dans ce cadre, il a été prévu le financement par la banque de l’acquisition des 2 000 016 actions par GUILLEMOT BROTHERS LIMITED, et l’extension de sa couverture à hauteur de 55 871 actions complémentaires UBISOFT ENTERTAINMENT SA pour une durée désormais étendue jusqu’au 19 mars 2026 (ou aux alentours de cette date). Dans ce cadre, GUILLEMOT BROTHERS LIMITED a consenti une promesse de vente à la banque sur 2 055 887 actions UBISOFT ENTERTAINMENT SA objet du financement et de la couverture et la banque a consenti une promesse d’achat sur ces mêmes actions. Ces promesses sont exerçables selon certaines conditions prévues par le contrat, à l’échéance de l’emprunt, et sont dénouables soit en titres soit en numéraire, au choix de GUILLEMOT BROTHERS LIMITED. Le prix de référence initial demeure 56,8848 euros par action UBISOFT ENTERTAINMENT SA (étant précisé que la contrepartie due par GUILLEMOT BROTHERS LIMITED en cas d’exercice des promesses est inférieure au prix de référence initial et tient compte du cours de l’action UBISOFT ENTERTAINMENT SA à l’échéance de l’emprunt). Il est enfin rappelé que les actions faisant l’objet du financement sont nanties au profit de la banque, qui peut les emprunter auprès de GUILLEMOT BROTHERS LIMITED selon certaines conditions prévues par le contrat de nantissement y afférent.",27,2025-07-27 20:57:29,2025-05-15,2025-05-19
Ubisoft Entertainment,/marches/transactions_dirigeants/FR0000054470p,19/05/2025,Acquisition,Action,14918.0,"Auteur:LIONEL BOUCHET, Directeur Technologies",16/05/2025,1554,9.6,14918.4,,27,2025-07-27 20:57:29,2025-05-16,2025-05-19
Ubisoft Entertainment,/marches/transactions_dirigeants/FR0000054470p,19/05/2025,Acquisition,Action,27794.0,"Auteur:John Parkes, SVP Marketing",19/05/2025,2816,9.87,27793.92,,27,2025-07-27 20:57:29,2025-05-19,2025-05-19
Ipsos,/marches/transactions_dirigeants/FR0000073298p,19/05/2025,Acquisition définitive d'actions gratuites (livraison),Action,135840.0,"Auteur:Christophe Cambournac, Membre du Comité Exécutif",17/05/2025,3000,45.28,135840.0,"Livraison réalisée au cours de fermeture du 16 mai 2025, soit 45,28 euros par action.",27,2025-07-27 20:57:29,2025-05-17,2025-05-19
Assystem,/marches/transactions_dirigeants/FR0000074148p,19/05/2025,Acquisition,Action,76899.0,"Auteur:HDL DEVELOPMENT Société par actions simplifiée personne morale liée à Dominique LOUIS, Président-directeur général",14/05/2025,1936,39.72,76897.92,,27,2025-07-27 20:57:29,2025-05-14,2025-05-19
Air Liquide,/marches/transactions_dirigeants/FR0000120073p,19/05/2025,Cession,Action,243617.0,"Auteur:FRANCOIS JACKOW, DIRECTEUR GENERAL",15/05/2025,1329,183.31,243618.99,,27,2025-07-27 20:57:29,2025-05-15,2025-05-19
Fnac Darty,/marches/transactions_dirigeants/fr0011476928p,19/05/2025,Acquisition,Action,1134592.0,"Auteur:Enrique Martinez Ballesteros, DG",18/05/2025,34226,33.15,1134591.9,,27,2025-07-27 20:57:29,2025-05-18,2025-05-19
Frey,/marches/transactions_dirigeants/FR0010588079p,19/05/2025,Acquisition,Action,1390.0,"Auteur:FIRMAMENT PARTICIPATIONS Société en commandite par actions, Administrateur",16/05/2025,50,27.8,1390.0,,27,2025-07-27 20:57:29,2025-05-16,2025-05-19
Scor,/marches/transactions_dirigeants/FR0010411983p,19/05/2025,Cession,Action,560000.0,"Auteur:Jean-Paul CONOSCENTE, Directeur Général de SCOR Property & Casualty",15/05/2025,20000,28.0,560000.0,- Cession de 10 000 actions issues du plan PAG 190219 NR et acquises définitivement le 24/02/2022 - Cession de 10 000 actions issues du plan PAG 010321 et acquises définitivement le 06/03/2024,27,2025-07-27 20:57:29,2025-05-15,2025-05-19
Getlink,/marches/transactions_dirigeants/FR0010533075p,19/05/2025,Cession,Action,1742.0,"Auteur:PHILIPPE VANDERBEC, Administrateur représentant les salariés",16/05/2025,100,17.42,1742.0000000000002,"Titres issus du plan d'attribution gratuite d'actions du 28.04.2021 acquis le 28.04.2022 au cours unitaire d'acquisition de 18,10€",28,2025-07-27 20:57:31,2025-05-16,2025-05-19
Predilife,/marches/transactions_dirigeants/FR0010169920p,19/05/2025,Cession,Action,10375.0,"Auteur:Stéphane RAGUSA, PDG",19/05/2025,2500,4.15,10375.0,,28,2025-07-27 20:57:31,2025-05-19,2025-05-19
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,19/05/2025,Acquisition,Action,12360.0,"Auteur:TXR S.R.L.  personne morale liée à Giovanni Tamburi, Membre du Conseil de Surveillance",16/05/2025,350,35.32,12362.0,,28,2025-07-27 20:57:31,2025-05-16,2025-05-19
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,19/05/2025,Acquisition,Action,55817.0,"Auteur:MAKEMO CAPITAL Société par Actions simplifiée personne morale liée à Antoine FLAMARION, Président de AF&COManagement, elle-même Gérant de Tikehau Capital",19/05/2025,2915,19.15,55822.24999999999,,28,2025-07-27 20:57:31,2025-05-19,2025-05-19
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,19/05/2025,Acquisition,Action,9575.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",19/05/2025,500,19.15,9575.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",28,2025-07-27 20:57:31,2025-05-19,2025-05-19
Smcp,/marches/transactions_dirigeants/FR0013214145p,19/05/2025,Acquisition,Action,12180.0,"Auteur:TALIA Société civile personne morale liée à Ilan Chétrite, Directeur Général Délégué",15/05/2025,3000,4.06,12179.999999999998,Actions acquises par M. Ilan Chétrite par l'intermédiaire de la société TALIA,28,2025-07-27 20:57:31,2025-05-15,2025-05-19
Smcp,/marches/transactions_dirigeants/FR0013214145p,19/05/2025,Cession,Action,40490.0,"Auteur:Judith Milgrom, Directeur Général Délégué",15/05/2025,10000,4.05,40500.0,,28,2025-07-27 20:57:31,2025-05-15,2025-05-19
Smcp,/marches/transactions_dirigeants/FR0013214145p,19/05/2025,Acquisition,Action,12762.0,"Auteur:TALIA Société civile personne morale liée à Ilan Chétrite, Directeur Général Délégué",16/05/2025,3000,4.25,12750.0,Actions acquises par M. Ilan Chétrite par l'intermédiaire de la société TALIA,28,2025-07-27 20:57:31,2025-05-16,2025-05-19
Smcp,/marches/transactions_dirigeants/FR0013214145p,19/05/2025,Cession,Action,42270.0,"Auteur:Judith Milgrom, Directeur Général Délégué",16/05/2025,10000,4.23,42300.00000000001,,28,2025-07-27 20:57:31,2025-05-16,2025-05-19
Predilife,/marches/transactions_dirigeants/FR0010169920p,17/05/2025,Acquisition,Action,2400.0,"Auteur:Stéphane RAGUSA, PDG",16/05/2025,500,4.8,2400.0,,28,2025-07-27 20:57:31,2025-05-16,2025-05-17
U10 Corp.,/marches/transactions_dirigeants/FR0000079147p,17/05/2025,Acquisition,Action,5111.0,"Auteur:YL Cap SAS personne morale liée à YOHANN LIEVRE, Directeur Général Délégué",14/05/2025,3786,1.35,5111.1,,28,2025-07-27 20:57:31,2025-05-14,2025-05-17
Bouygues,/marches/transactions_dirigeants/FR0000120503p,16/05/2025,Cession,Action,573225.0,"Auteur:JEAN-MANUEL SOUSSAN, DIRECTEUR GENERAL ADJOINT RESSOURCES HUMAINES DE BOUYGUES",15/05/2025,15000,38.22,573300.0,,28,2025-07-27 20:57:31,2025-05-15,2025-05-16
Bouygues,/marches/transactions_dirigeants/FR0000120503p,16/05/2025,Exercice,Option d'achat,742120.0,"Auteur:JEAN-PHILIPPE TRIN, DIRECTEUR GENERAL DELEGUE DE BOUYGUES CONSTRUCTION, FILIALE DIRECTE DEBOUYGUES",15/05/2025,20000,37.11,742200.0,,28,2025-07-27 20:57:31,2025-05-15,2025-05-16
Bouygues,/marches/transactions_dirigeants/FR0000120503p,16/05/2025,Cession,Action,755400.0,"Auteur:JEAN-PHILIPPE TRIN, DIRECTEUR GENERAL DELEGUE DE BOUYGUES CONSTRUCTION, FILIALE DIRECTE DEBOUYGUES",15/05/2025,20000,37.77,755400.0000000001,,28,2025-07-27 20:57:31,2025-05-15,2025-05-16
Assystem,/marches/transactions_dirigeants/FR0000074148p,16/05/2025,Acquisition,Action,29931.0,"Auteur:HDL DEVELOPMENT Société par actions simplifiée personne morale liée à Dominique LOUIS, Président-directeur général",13/05/2025,749,39.96,29930.04,,28,2025-07-27 20:57:31,2025-05-13,2025-05-16
Saint Gobain,/marches/transactions_dirigeants/FR0000125007p,16/05/2025,Souscription de parts dans le FCPE Saint-Gobain France équivalent à 1,Souscription de parts dans le FCPE Saint-Gobain Fr,99406.0,"Auteur:Sibylle Daunis-Opfermann, Administratrice représentant les salariés actionnaires",14/05/2025,1293,76.88,99405.84,"Souscription de parts dans le FCPE Saint-Gobain France, équivalent à environ 1293 actions pour un montant total de 99 448,86 €, dont 3 544,27 € d'abondement net (Plan d'épargne groupe).",28,2025-07-27 20:57:31,2025-05-14,2025-05-16
Saint Gobain,/marches/transactions_dirigeants/FR0000125007p,16/05/2025,Souscription de parts dans le FCPE Saint-Gobain France équivalent à 4,Souscription de parts dans le FCPE Saint-Gobain Fr,308519.0,"Auteur:Benoit Bazin, Président-Directeur général",14/05/2025,4013,76.88,308519.44,"Souscription de parts dans le FCPE Saint-Gobain France, équivalent à environ 4013 actions pour un montant total de 308 544,27 €, dont 3 544,27 € d'abondement net (Plan d'épargne groupe).",28,2025-07-27 20:57:31,2025-05-14,2025-05-16
Ubisoft Entertainment,/marches/transactions_dirigeants/FR0000054470p,16/05/2025,Acquisition,Action,7642.0,"Auteur:Fabian Salomon, Administrateur représentant les salariés",16/05/2025,796,9.6,7641.599999999999,,28,2025-07-27 20:57:31,2025-05-16,2025-05-16
TF1,/marches/transactions_dirigeants/FR0000054900p,16/05/2025,Acquisition,Action,161806.0,"Auteur:BOUYGUES SA, ADMINISTRATEUR DE TF1, FILIALE DIRECTE DE BOUYGUES",15/05/2025,19000,8.52,161880.0,,28,2025-07-27 20:57:31,2025-05-15,2025-05-16
Frey,/marches/transactions_dirigeants/FR0010588079p,16/05/2025,Acquisition,Action,1390.0,"Auteur:FIRMAMENT PARTICIPATIONS Société en commandite par actions, Administrateur",15/05/2025,50,27.8,1390.0,,28,2025-07-27 20:57:31,2025-05-15,2025-05-16
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,16/05/2025,Acquisition,Action,59158.0,"Auteur:MAKEMO CAPITAL Société par Actions simplifiée personne morale liée à Antoine FLAMARION, Président de AF&COManagement, elle-même Gérant de Tikehau Capital",16/05/2025,3047,19.42,59172.740000000005,,28,2025-07-27 20:57:31,2025-05-16,2025-05-16
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,15/05/2025,Acquisition,Action,57618.0,"Auteur:MAKEMO CAPITAL Société par Actions simplifiée personne morale liée à Antoine FLAMARION, Président de AF&COManagement, elle-même Gérant de Tikehau Capital",15/05/2025,3025,19.05,57626.25,,28,2025-07-27 20:57:31,2025-05-15,2025-05-15
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,15/05/2025,Acquisition,Action,19461.0,"Auteur:TXR S.R.L.  personne morale liée à Giovanni Tamburi, Membre du Conseil de Surveillance",14/05/2025,550,35.38,19459.0,,28,2025-07-27 20:57:31,2025-05-14,2025-05-15
Unibail Rodamco Westfield,/marches/transactions_dirigeants/FR0013326246p,15/05/2025,Souscription,Parts d’un FCPE,4296.0,"Auteur:Fabrice MOUCHEL, Directeur Général Finance",13/05/2025,49,87.68,4296.320000000001,"Souscription pour un montant total de 4 326 € représentant environ 49,3385 parts du FCPE Fonds URW part E",28,2025-07-27 20:57:31,2025-05-13,2025-05-15
Unibail Rodamco Westfield,/marches/transactions_dirigeants/FR0013326246p,15/05/2025,Souscription,Parts d'un FCPE,12012.0,"Auteur:Jean-Marie TRITANT, Président du Directoire",13/05/2025,137,87.68,12012.160000000002,"Souscription pour un montant total de 12 064,50 € représentant environ 137,5969 parts du FCPE Fonds URW part E",28,2025-07-27 20:57:31,2025-05-13,2025-05-15
Unibail Rodamco Westfield,/marches/transactions_dirigeants/FR0013326246p,15/05/2025,Souscription,Parts d'un FCPE,13327.0,"Auteur:Vincent JEAN-PIERRE, Chief Operating Officer Northern Europe & UK",13/05/2025,152,87.68,13327.36,"Souscription pour un montant total de 13 373,50 € représentant environ 152,5262 parts du FCPE Fonds URW part E",28,2025-07-27 20:57:31,2025-05-13,2025-05-15
Unibail Rodamco Westfield,/marches/transactions_dirigeants/FR0013326246p,15/05/2025,Souscription,Parts d'un FCPE,14029.0,"Auteur:Anne-Sophie SANCERRE, Directrice Générale Stratégie Client et Commerce",13/05/2025,160,87.68,14028.800000000001,"Souscription pour un montant total de 14 052,50 € représentant environ 160,2703 parts du FCPE Fonds URW part E",28,2025-07-27 20:57:31,2025-05-13,2025-05-15
Smcp,/marches/transactions_dirigeants/FR0013214145p,15/05/2025,Acquisition,Action,37540.0,"Auteur:TALIA Société civile personne morale liée à Ilan Chétrite, Directeur Général Délégué",12/05/2025,10000,3.75,37500.0,Actions acquises par Mme Evelyne Chétrite par l'intermédiaire de la société SIVAN,28,2025-07-27 20:57:31,2025-05-12,2025-05-15
Smcp,/marches/transactions_dirigeants/FR0013214145p,15/05/2025,Cession,Action,37510.0,"Auteur:Ilan Chétrite, Directeur Général Délégué",12/05/2025,10000,3.75,37500.0,,28,2025-07-27 20:57:31,2025-05-12,2025-05-15
Smcp,/marches/transactions_dirigeants/FR0013214145p,15/05/2025,Acquisition,Action,38340.0,"Auteur:TALIA Société civile personne morale liée à Ilan Chétrite, Directeur Général Délégué",13/05/2025,10000,3.83,38300.0,Actions acquises par Mme Evelyne Chétrite par l'intermédiaire de la société SIVAN,28,2025-07-27 20:57:31,2025-05-13,2025-05-15
Smcp,/marches/transactions_dirigeants/FR0013214145p,15/05/2025,Cession,Action,38310.0,"Auteur:Ilan Chétrite, Directeur Général Délégué",13/05/2025,10000,3.83,38300.0,,29,2025-07-27 20:57:32,2025-05-13,2025-05-15
Smcp,/marches/transactions_dirigeants/FR0013214145p,15/05/2025,Acquisition,Action,22788.0,"Auteur:TALIA Société civile personne morale liée à Ilan Chétrite, Directeur Général Délégué",14/05/2025,6000,3.8,22800.0,Actions acquises par Mme Evelyne Chétrite par l'intermédiaire de la société SIVAN,29,2025-07-27 20:57:32,2025-05-14,2025-05-15
Smcp,/marches/transactions_dirigeants/FR0013214145p,15/05/2025,Cession,Action,37920.0,"Auteur:Ilan Chétrite, Directeur Général Délégué",14/05/2025,10000,3.79,37900.0,,29,2025-07-27 20:57:32,2025-05-14,2025-05-15
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,15/05/2025,Cession,Option de vente,160355.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS, Administrateur",15/05/2025,41000,3.91,160310.0,,29,2025-07-27 20:57:32,2025-05-15,2025-05-15
Sidetrade,/marches/transactions_dirigeants/FR0010202606p,15/05/2025,Cession,Action,74750.0,"Auteur:Jennifer Bos, Directrice des Ressources Humaines",15/05/2025,299,250.0,74750.0,,29,2025-07-27 20:57:32,2025-05-15,2025-05-15
Legrand SA,/marches/transactions_dirigeants/FR0010307819p,15/05/2025,Cession,Action,177309.0,"Auteur:Franck LEMERY, Directeur Financier",13/05/2025,1654,107.2,177308.80000000002,,29,2025-07-27 20:57:32,2025-05-13,2025-05-15
Nanobiotix,/marches/transactions_dirigeants/FR0011341205p,15/05/2025,Acquisition,Action,29000.0,"Auteur:Bartholomeus van Rhijn, CFBO",12/05/2025,10000,2.9,29000.0,,29,2025-07-27 20:57:32,2025-05-12,2025-05-15
Credit Agricole,/marches/transactions_dirigeants/FR0000045072p,15/05/2025,Cession,Action,15325.0,"Auteur:BENOIT TASSOU, Dirigeant Amundi filiale 70% emetteur",13/05/2025,891,17.2,15325.199999999999,,29,2025-07-27 20:57:32,2025-05-13,2025-05-15
